"seen_total","question_6_pre","question_2_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","engagement","survey_type","quiz_answer","engagement_1","engagement_3","engagement_2","question_2_post","question_3_post","question_5_post","question_6_post","question_1_post","question_4_post","demo_gender","demo_age","demo_asked","demo_school","demo_media","last.seen"
0,"1","1","1","7","1","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 15:31:37"
2,"","6","","","","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:31:28"
0,"","7","7","7","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:30:39"
1,"","6","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:30:18"
1,"","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:28:27"
3,"7","7","7","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:27:47"
5,"1","1","2","1","1","1",1,"continuous","A","Yes","Yes","Yes","1","1","1","","1","1","","",NA,"","","2021-05-10 15:26:17"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:26:03"
4,"7","7","7","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:22:43"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:22:15"
6,"1","2","2","5","","7",0,"days","B","","","","2","2","2","2","2","","Male","18-29",1,"D","B","2021-05-10 15:20:52"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:19:32"
6,"1","2","1","7","1","1",0,"days","A","","","","","","","","","","","",NA,"","","2021-05-10 15:19:31"
2,"1","","","","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:18:54"
2,"1","","","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:14:12"
5,"2","1","2","1","4","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:13:22"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:13:13"
2,"","5","5","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:12:45"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:12:20"
6,"1","1","1","1","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 15:11:57"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:10:59"
3,"1","1","","","","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:09:20"
5,"7","1","6","6","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:08:43"
5,"2","","2","2","4","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:07:46"
5,"","2","5","7","5","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:03:51"
6,"6","6","6","6","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 15:03:39"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:02:51"
1,"2","1","7","7","3","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 15:02:12"
6,"5","2","5","5","3","5",1,"continuous","","Yes","","Yes","","","","","","","","",NA,"","","2021-05-10 15:00:33"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:57:19"
6,"3","1","1","1","7","6",1,"days","B","Yes","","Yes","","","","","","","","",NA,"","","2021-05-10 14:56:44"
6,"2","1","3","1","2","3",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 14:52:42"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:52:37"
6,"3","1","3","1","1","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-10 14:52:28"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:51:18"
6,"2","1","2","1","5","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-10 14:48:39"
2,"","4","4","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:47:40"
5,"3","1","1","1","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:45:37"
5,"2","2","2","2","2","1",0,"continuous","B","","","","2","2","2","2","2","","","",NA,"","","2021-05-10 14:43:52"
6,"3","3","3","3","3","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-10 14:42:35"
0,"4","4","4","4","3","2",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 14:42:07"
6,"3","4","5","1","1","3",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 14:40:55"
1,"7","6","7","6","7","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:39:31"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:38:32"
5,"7","1","","2","1","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:38:26"
5,"5","","4","5","5","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:36:24"
5,"","1","1","7","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:36:19"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:33:58"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:31:45"
1,"","7","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:29:07"
0,"1","1","3","3","4","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 14:27:57"
5,"3","","1","1","1","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:27:50"
5,"6","6","6","6","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:26:54"
3,"","","","1","4","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:25:30"
6,"1","1","1","1","3","1",1,"continuous","","Yes","","","","","","","","","","",NA,"","","2021-05-10 14:24:51"
6,"4","1","2","3","1","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-10 14:24:33"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:23:20"
3,"7","6","7","1","4","1",1,"continuous","C","Yes","Yes","No","7","","6","7","","","","",NA,"","","2021-05-10 14:21:29"
5,"5","3","3","6","2","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:19:25"
1,"","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:19:07"
2,"2","","","","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:19:05"
5,"","1","4","3","5","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:18:41"
6,"7","7","7","7","7","7",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 14:18:10"
3,"","","5","","5","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:16:59"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:16:26"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:16:22"
6,"6","7","7","1","7","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 14:16:08"
4,"5","4","5","","4","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:14:03"
6,"3","1","3","4","4","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 14:13:21"
6,"7","7","1","1","7","1",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-10 14:11:22"
1,"","","","","","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:11:09"
6,"1","1","1","4","4","1",1,"days","A","Yes","","Yes","","","","","","","","",NA,"","","2021-05-10 14:10:24"
6,"2","2","2","2","2","2",1,"days","A","Yes","","Yes","","","","","","","","",NA,"","","2021-05-10 14:09:02"
5,"1","1","1","1","1","1",1,"continuous","A","Yes","No","Yes","1","","1","1","1","1","","",NA,"","","2021-05-10 14:08:54"
0,"5","5","2","5","3","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:08:21"
6,"4","1","1","1","4","4",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 14:08:12"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:07:39"
1,"1","1","2","1","4","1",1,"continuous","A","Yes","Yes","Yes","7","","","","","","","",NA,"","","2021-05-10 14:05:24"
0,"6","6","","7","6","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:04:47"
6,"7","7","7","7","7","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 14:03:07"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:02:05"
5,"7","7","","7","7","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:01:50"
6,"4","2","3","4","3","2",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 14:01:43"
6,"4","1","3","5","3","5",0,"days","A","","","","1","1","4","4","3","3","Male","Over 65",1,"C","B","2021-05-10 14:00:42"
4,"3","","","5","3","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 14:00:06"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:57:10"
6,"3","1","","1","2","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 13:56:17"
6,"6","6","6","6","6","6",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-10 13:54:48"
6,"3","2","4","4","3","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 13:54:13"
6,"5","1","1","7","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 13:54:03"
3,"1","","1","","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:53:47"
0,"6","3","5","6","3","6",0,"continuous","B","","","","2","1","2","2","2","2","Male","Over 65",1,"C","C","2021-05-10 13:52:59"
6,"7","7","7","7","6","7",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-10 13:52:14"
6,"7","1","1","1","7","5",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-10 13:51:21"
6,"6","1","7","1","6","2",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-10 13:51:14"
0,"","","7","7","7","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:49:59"
3,"4","4","2","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:49:36"
4,"2","1","3","1","2","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:48:54"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:48:51"
6,"7","7","7","4","7","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 13:48:48"
2,"","","1","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:48:43"
6,"7","7","1","7","1","7",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 13:47:30"
5,"3","5","3","6","1","7",0,"days","","","","","1","1","5","1","6","","","",NA,"","","2021-05-10 13:46:34"
5,"7","4","","7","1","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:45:06"
5,"","1","7","2","2","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:43:04"
1,"7","","","","","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX-3Ngd4&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=d7d66a81f0ccb41ca91c156ad124fb7d&oe=60BE8049",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:40:23"
2,"7","7","7","6","7","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:37:11"
1,"","","","","","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:35:43"
5,"3","","4","1","7","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:35:18"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:35:00"
6,"3","1","7","1","7","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 13:34:57"
6,"3","5","4","5","7","6",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 13:34:52"
1,"1","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:34:19"
0,"5","5","5","7","5","5",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-10 13:34:04"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:33:16"
3,"","","4","7","","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:31:09"
3,"5","4","5","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:30:43"
5,"5","","6","7","5","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:29:59"
6,"1","1","1","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 13:28:59"
4,"1","4","","1","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:28:49"
5,"1","1","","5","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:28:37"
1,"","","","","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:26:56"
5,"5","","3","1","7","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:26:15"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:25:53"
6,"4","1","1","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 13:25:52"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:25:21"
6,"7","3","6","7","2","5",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 13:24:47"
1,"","","","","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:23:23"
0,"7","7","7","7","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:22:12"
6,"4","1","5","4","7","4",1,"continuous","","Yes","","","","","","","","","","",NA,"","","2021-05-10 13:18:14"
6,"3","7","7","7","7","3",1,"continuous","","Yes","","Yes","","","","","","","","",NA,"","","2021-05-10 13:15:45"
1,"5","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:15:45"
1,"","","","","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:12:46"
2,"","6","","","4","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:11:54"
0,"1","1","4","1","4","4",1,"continuous","A","Yes","Yes","Yes","1","1","1","1","1","1","Male","30-44",1,"D","B","2021-05-10 13:10:49"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:06:31"
1,"","","7","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:06:07"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:05:48"
4,"7","7","7","7","7","7",0,"days","D","","","","","1","3","4","6","","","",NA,"","","2021-05-10 13:04:55"
6,"1","1","1","2","1","1",1,"continuous","A","Yes","Yes","Yes","1","1","1","1","1","1","Female","45-65",1,"B","C","2021-05-10 13:04:27"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:04:24"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:04:00"
1,"","","5","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:01:57"
4,"4","","1","7","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 13:00:28"
6,"6","1","6","1","7","6",1,"continuous","D","Yes","No","Yes","1","6","6","1","1","6","Female","Over 65",1,"B","A","2021-05-10 13:00:23"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:58:56"
2,"5","5","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:56:49"
6,"5","5","5","5","5","5",1,"continuous","B","Yes","Yes","No","6","5","5","5","5","5","Male","45-65",1,"B","E","2021-05-10 12:54:44"
6,"7","7","7","1","7","7",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 12:54:16"
1,"6","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:53:58"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:50:56"
5,"4","https://cdn.fbsbx.com/v/t59.3654-21/181504957_973417236766281_1795167567825456813_n.mp4/audioclip-1620651053000-3529.mp4?_nc_cat=106&ccb=1-3&_nc_sid=7272a8&_nc_ohc=kOOHqfPqXwgAX_F2wmI&_nc_ht=cdn.fbsbx.com&oh=4287dbcfcc00ea7ab4a727a3d9c1f1c6&oe=609B225D","","7","1","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:50:54"
6,"","1","2","2","1","1",1,"continuous","D","Yes","Yes","Yes","1","1","1","1","1","1","Male","18-29",1,"D","A","2021-05-10 12:49:58"
5,"1","2","3","1","4","2",0,"days","C","","","","2","5","4","","","4","","",NA,"","","2021-05-10 12:47:48"
6,"5","2","5","1","6","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 12:45:15"
3,"6","","","6","","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:38:58"
6,"1","1","3","4","1","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-10 12:38:01"
6,"4","3","1","1","6","3",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 12:36:31"
6,"7","6","2","7","1","4",0,"days","","","","","","","","","","","","",NA,"","","2021-05-10 12:35:35"
4,"","7","6","6","","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:30:08"
2,"","","1","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:27:45"
5,"4","4","5","","6","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:26:48"
5,"1","1","1","1","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:24:29"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:24:20"
5,"3","1","","1","4","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:20:30"
5,"1","1","1","6","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:19:52"
4,"7","2","6","7","1","5",0,"days","A","","","","1","1","","6","","4","","",NA,"","","2021-05-10 12:17:59"
6,"1","1","2","2","1","2",1,"days","","I am not interested in this.","","Leave me alone","","","","","","","","",NA,"","","2021-05-10 12:17:53"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:17:13"
0,"2","7","7","7","1","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:12:27"
6,"6","1","6","5","7","7",1,"days","","","","","","","","","","","","",NA,"","","2021-05-10 12:11:05"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:08:39"
5,"3","6","","5","1","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:08:22"
3,"","7","","7","4","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:07:56"
5,"1","1","1","5","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-10 12:04:58"
