"seen_total","last.seen","survey_type","engagement","engagement_1","engagement_2","engagement_3","quiz_answer","demo_gender","demo_age","demo_asked","demo_school","demo_media","question_2_pre","question_6_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","question_2_post","question_3_post","question_6_post","question_5_post","question_1_post","question_4_post","finished_post"
5,"2021-05-06 17:55:29","",NA,"","","","","","",NA,"","","2","5","2","4","","2","","","","","","",FALSE
5,"2021-05-06 17:54:38","",NA,"","","","","","",NA,"","","1","2","","1","7","1","","","","","","",FALSE
6,"2021-05-06 17:53:54","continuous",1,"Yes","","","","","",NA,"","","1","1","1","1","2","1","","","","","","",FALSE
0,"2021-05-06 17:52:55","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 17:52:09","",NA,"","","","","","",NA,"","","7","1","5","","7","1","","","","","","",FALSE
NA,"2021-05-06 17:48:34","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 17:48:27","continuous",1,"Yes","","","","","",NA,"","","3","6","6","6","1","4","","","","","","",FALSE
1,"2021-05-06 17:48:23","",NA,"","","","","","",NA,"","","","","","1","","","","","","","","",FALSE
6,"2021-05-06 17:48:03","continuous",1,"Yes","","","","","",NA,"","","7","3","1","7","1","4","","","","","","",FALSE
1,"2021-05-06 17:46:55","",NA,"","","","","","",NA,"","","","","","","","3","","","","","","",FALSE
4,"2021-05-06 17:46:39","",NA,"","","","","","",NA,"","","1","1","1","","","5","","","","","","",FALSE
0,"2021-05-06 17:46:34","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 17:46:32","days",1,"","","","","","",NA,"","","3","6","2","2","4","5","","","","","","",FALSE
0,"2021-05-06 17:46:30","days",0,"","","","","","",NA,"","","1","1","1","1","4","1","","","","","","",FALSE
2,"2021-05-06 17:46:18","",NA,"","","","","","",NA,"","","","","","7","","3","","","","","","",FALSE
6,"2021-05-06 17:46:13","continuous",0,"","","","","","",NA,"","","1","4","3","1","1","1","","","","","","",FALSE
6,"2021-05-06 17:46:10","continuous",0,"","","","","","",NA,"","","1","5","1","1","1","1","","","","","","",FALSE
0,"2021-05-06 17:46:00","days",0,"","","","","","",NA,"","","4","1","3","6","1","1","","","","","","",FALSE
5,"2021-05-06 17:45:53","",NA,"","","","","","",NA,"","","1","1","1","1","1","","","","","","","",FALSE
0,"2021-05-06 17:45:31","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-06 17:45:18","",NA,"","","","","","",NA,"","","🍆🍆🍆🍆🍆🎩🎩🎩🎩","6","","","","","","","","","","",FALSE
0,"2021-05-06 17:44:39","days",0,"","","","","","",NA,"","","2","5","3","3","1","1","","","","","","",FALSE
5,"2021-05-06 17:44:30","",NA,"","","","","","",NA,"","","1","2","3","1","1","","","","","","","",FALSE
1,"2021-05-06 17:43:48","",NA,"","","","","","",NA,"","","","","","6","","","","","","","","",FALSE
1,"2021-05-06 17:43:20","",NA,"","","","","","",NA,"","","","","","6","","","","","","","","",FALSE
0,"2021-05-06 17:42:26","",NA,"","","","","","",NA,"","","","","","","","Forget it","","","","","","",FALSE
2,"2021-05-06 17:41:39","",NA,"","","","","","",NA,"","","4","","7","","","","","","","","","",FALSE
1,"2021-05-06 17:41:33","",NA,"","","","","","",NA,"","","","","","","7","","","","","","","",FALSE
NA,"2021-05-06 17:40:51","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 17:40:07","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-06 17:05:44","",NA,"","","","","","",NA,"","","","6","","6","3","3","","","","","","",FALSE
NA,"2021-05-06 15:43:16","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 15:37:48","",NA,"","","","","","",NA,"","","6","6","3","5","3","","","","","","","",FALSE
5,"2021-05-06 15:22:08","",NA,"","","","","","",NA,"","","7","7","7","7","7","","","","","","","",FALSE
6,"2021-05-06 15:08:11","continuous",1,"Yes","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX-BByEO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=612c0a5216b4b3fd52c00e41d005afd2&oe=60BA8BC9","Yes","B","Female","Over 65",1,"B","C","7","7","7","7","7","7","5","7","5","6","6","3",TRUE
6,"2021-05-06 15:02:24","continuous",0,"","","","Stop","","",NA,"","","1","1","1","7","3","4","","","","","","",FALSE
6,"2021-05-06 14:59:39","continuous",1,"Yes","Yes","No","B","Male","45-65",1,"B","D","1","1","1","1","1","1","1","1","1","1","1","1",TRUE
5,"2021-05-06 14:56:39","",NA,"","","","","","",NA,"","","2","4","","6","1","3","","","","","","",FALSE
2,"2021-05-06 14:50:25","",NA,"","","","","","",NA,"","","","","6","6","","","","","","","","",FALSE
6,"2021-05-06 14:50:09","continuous",1,"Yes","No","","https://cdn.fbsbx.com/v/t59.2708-21/74696569_421643142052807_8620566526388338688_n.gif?_nc_cat=111&ccb=1-3&_nc_sid=041f46&_nc_ohc=QxNPaXljq7gAX-E7Udm&_nc_ht=cdn.fbsbx.com&oh=b4f2aca80d830f0d16c861f053079bcb&oe=6095738C","","",NA,"","","1","1","1","1","2","1","","","","","","",FALSE
NA,"2021-05-06 14:49:53","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 14:49:49","",NA,"","","","","","",NA,"","","","4","1","1","7","2","","","","","","",FALSE
2,"2021-05-06 14:49:18","",NA,"","","","","","",NA,"","","","4","","","4","","","","","","","",FALSE
0,"2021-05-06 14:49:05","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 14:49:01","",NA,"","","","","","",NA,"","","7","7","7","7","7","","","","","","","",FALSE
5,"2021-05-06 14:47:23","",NA,"","","","","","",NA,"","","7","7","","4","1","1","","","","","","",FALSE
5,"2021-05-06 14:46:24","",NA,"","","","","","",NA,"","","1","1","1","1","","1","","","","","","",FALSE
2,"2021-05-06 14:44:55","",NA,"","","","","","",NA,"","","","","7","","7","","","","","","","",FALSE
2,"2021-05-06 14:44:17","",NA,"","","","","","",NA,"","","3","","3","","","","","","","","","",FALSE
4,"2021-05-06 14:41:58","",NA,"","","","","","",NA,"","","","7","6","7","","6","","","","","","",FALSE
1,"2021-05-06 14:38:43","",NA,"","","","","","",NA,"","","","","4","","","","","","","","","",FALSE
0,"2021-05-06 14:30:54","days",0,"","","","","","",NA,"","","6","7","6","1","6","6","","","","","","",FALSE
6,"2021-05-06 14:26:09","continuous",1,"Yes","No","","D","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
0,"2021-05-06 14:25:42","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 14:15:31","continuous",0,"","","","","","",NA,"","","2","4","1","2","1","4","","","","","","",FALSE
6,"2021-05-06 14:12:18","days",1,"","","","","","",NA,"","","1","1","1","2","1","1","","","","","","",FALSE
2,"2021-05-06 14:11:13","continuous",0,"","","","B","","",NA,"","","6","6","7","7","7","6","7","","","","","7",FALSE
0,"2021-05-06 14:08:41","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 13:54:32","",NA,"","","","","","",NA,"","","6","7","1","7","","5","","","","","","",FALSE
3,"2021-05-06 13:46:40","",NA,"","","","","","",NA,"","","","3","3","","4","","","","","","","",FALSE
NA,"2021-05-06 13:45:58","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 13:40:23","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 13:37:51","days",1,"","","","","","",NA,"","","3","1","1","7","7","1","","","","","","",FALSE
NA,"2021-05-06 13:31:09","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-06 13:28:51","continuous",0,"","","","D","","",NA,"","","1","7","7","7","4","7","","1","7","Troll someone else...session ended.","","",FALSE
1,"2021-05-06 13:19:47","",NA,"","","","","","",NA,"","","","","","6","","","","","","","","",FALSE
NA,"2021-05-06 13:18:42","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-06 13:17:59","",NA,"","","","","","",NA,"","","","","1","5","","","","","","","","",FALSE
5,"2021-05-06 13:16:47","",NA,"","","","","","",NA,"","","3","7","7","","1","6","","","","","","",FALSE
0,"2021-05-06 13:12:03","days",0,"","","","","","",NA,"","","5","5","1","1","7","5","","","","","","",FALSE
6,"2021-05-06 13:04:17","continuous",0,"","","","","","",NA,"","","2","5","4","4","4","4","","","","","","",FALSE
6,"2021-05-06 13:00:32","continuous",1,"Yes","","","","","",NA,"","","1","1","1","2","1","1","","","","","","",FALSE
NA,"2021-05-06 12:57:45","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-06 12:57:15","",NA,"","","","","","",NA,"","","","","","5","","4","","","","","","",FALSE
5,"2021-05-06 12:54:56","",NA,"","","","","","",NA,"","","1","7","1","","7","7","","","","","","",FALSE
0,"2021-05-06 12:43:46","continuous",1,"Yes","No","No","D","","",NA,"","","1","1","1","1","1","1","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=JlVGdCzib5MAX8gvjWc&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=d77df53fe827de4f91f1479d18f31d4b&oe=60BA8BC9","1","","1","","",FALSE
6,"2021-05-06 12:39:07","continuous",0,"","","","","","",NA,"","","1","4","3","1","5","1","","","","","","",FALSE
4,"2021-05-06 12:39:02","",NA,"","","","","","",NA,"","","1","","2","7","","2","","","","","","",FALSE
6,"2021-05-06 12:37:38","continuous",1,"Yes","Yes","","","","",NA,"","","5","7","7","2","4","5","","","","","","",FALSE
3,"2021-05-06 12:36:53","",NA,"","","","","","",NA,"","","","1","1","","1","","","","","","","",FALSE
NA,"2021-05-06 12:36:45","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 12:34:37","",NA,"","","","","","",NA,"","","5","7","","5","4","6","","","","","","",FALSE
4,"2021-05-06 12:32:55","",NA,"","","","","","",NA,"","","1","6","","6","","6","","","","","","",FALSE
4,"2021-05-06 12:32:38","",NA,"","","","","","",NA,"","","1","","5","6","1","","","","","","","",FALSE
6,"2021-05-06 12:31:07","continuous",0,"","","","What is the pay?","","",NA,"","","4","4","4","4","4","4","","","","","","",FALSE
4,"2021-05-06 12:27:09","",NA,"","","","","","",NA,"","","4","3","4","","","3","","","","","","",FALSE
NA,"2021-05-06 12:23:32","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 12:20:51","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","3","2","1","1","7","5","","","","","","",FALSE
0,"2021-05-06 12:07:19","days",0,"","","","","","",NA,"","","1","3","4","4","2","5","","","","","","",FALSE
5,"2021-05-06 12:06:13","",NA,"","","","","","",NA,"","","1","1","1","1","","1","","","","","","",FALSE
6,"2021-05-06 11:40:17","continuous",0,"","","","","","",NA,"","","5","1","1","6","1","1","","","","","","",FALSE
3,"2021-05-06 11:39:20","",NA,"","","","","","",NA,"","","5","","","5","","5","","","","","","",FALSE
4,"2021-05-06 11:37:49","",NA,"","","","","","",NA,"","","1","","3","","1","6","","","","","","",FALSE
NA,"2021-05-06 11:34:20","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-06 11:32:41","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 11:32:20","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
3,"2021-05-06 11:32:00","",NA,"","","","","","",NA,"","","","","5","5","4","","","","","","","",FALSE
NA,"2021-05-06 11:30:51","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-06 11:22:56","",NA,"","","","","","",NA,"","","6","","7","","","","","","","","","",FALSE
6,"2021-05-06 11:20:45","continuous",1,"Yes","Yes","No","A","Male","45-65",1,"C","C","1","4","5","4","2","3","1","1","5","4","1","5",TRUE
0,"2021-05-06 11:19:46","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 11:15:30","",NA,"","","","","","",NA,"","","5","","5","2","3","4","","","","","","",FALSE
5,"2021-05-06 11:11:25","",NA,"","","","","","",NA,"","","","1","1","1","7","1","","","","","","",FALSE
0,"2021-05-06 10:55:54","days",0,"","","","","","",NA,"","","1","6","1","7","2","6","","","","","","",FALSE
NA,"2021-05-06 10:52:19","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
0,"2021-05-06 10:46:25","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
4,"2021-05-06 10:29:42","",NA,"","","","","","",NA,"","","1","1","","","1","1","","","","","","",FALSE
6,"2021-05-06 10:23:42","continuous",1,"Yes","","","","","",NA,"","","1","1","1","1","4","1","","","","","","",FALSE
3,"2021-05-06 10:18:27","",NA,"","","","","","",NA,"","","","5","5","","","6","","","","","","",FALSE
6,"2021-05-06 09:54:40","days",1,"","","","","","",NA,"","","1","1","1","1","1","1","","","","","","",FALSE
NA,"2021-05-06 09:50:19","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
NA,"2021-05-06 09:46:31","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 09:24:26","days",1,"","","","","","",NA,"","","2","3","2","1","3","1","","","","","","",FALSE
2,"2021-05-06 09:17:06","",NA,"","","","","","",NA,"","","","6","","","","2","","","","","","",FALSE
0,"2021-05-06 09:01:46","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 08:48:06","continuous",0,"","","","","","",NA,"","","3","5","3","7","1","1","","","","","","",FALSE
5,"2021-05-06 08:44:42","",NA,"","","","","","",NA,"","","","1","1","4","6","1","","","","","","",FALSE
NA,"2021-05-06 08:41:00","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
6,"2021-05-06 08:39:48","continuous",0,"","","","","","",NA,"","","6","6","4","5","6","5","","","","","","",FALSE
0,"2021-05-06 08:37:35","days",0,"","","","","","",NA,"","","3","4","4","1","1","3","","","","","","",FALSE
2,"2021-05-06 08:35:52","",NA,"","","","","","",NA,"","","5","Never mind. This is not what I thought it was. You go here:
www.unshackled.org","","","","5","","","","","","",FALSE
5,"2021-05-06 08:32:59","",NA,"","","","","","",NA,"","","7","7","1","7","","7","","","","","","",FALSE
1,"2021-05-06 08:24:08","",NA,"","","","","","",NA,"","","","6","","","","","","","","","","",FALSE
NA,"2021-05-06 08:18:42","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 07:58:12","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","1","2","6","2","4","1","1","1","1","","1","1",FALSE
0,"2021-05-06 07:54:25","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 07:53:08","",NA,"","","","","","",NA,"","","1","4","1","7","","4","","","","","","",FALSE
5,"2021-05-06 07:51:40","",NA,"","","","","","",NA,"","","7","7","","7","7","7","","","","","","",FALSE
2,"2021-05-06 07:49:52","",NA,"","","","","","",NA,"","","","","7","5","","","","","","","","",FALSE
5,"2021-05-06 07:46:12","",NA,"","","","","","",NA,"","","2","2","6","5","2","","","","","","","",FALSE
1,"2021-05-06 07:37:51","",NA,"","","","","","",NA,"","","","1","","","","","","","","","","",FALSE
5,"2021-05-06 07:33:03","continuous",0,"","","","C","","",NA,"","","1","6","6","3","1","5","","1","6","6","1","1",FALSE
NA,"2021-05-06 07:25:30","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 07:05:43","",NA,"","","","","","",NA,"","","2","2","1","6","","1","","","","","","",FALSE
NA,"2021-05-06 07:04:55","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
3,"2021-05-06 07:03:23","",NA,"","","","","","",NA,"","","3","","","1","7","","","","","","","",FALSE
3,"2021-05-06 06:57:01","",NA,"","","","","","",NA,"","","7","7","7","","","","","","","","","",FALSE
0,"2021-05-06 06:47:27","days",0,"","","","","","",NA,"","","4","1","1","1","1","1","","","","","","",FALSE
0,"2021-05-06 06:47:01","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
2,"2021-05-06 06:46:11","",NA,"","","","","","",NA,"","","1","","1","","","","","","","","","",FALSE
1,"2021-05-06 06:41:00","",NA,"","","","","","",NA,"","","","","","7","","","","","","","","",FALSE
5,"2021-05-06 06:40:46","continuous",1,"Yes","Yes","No","A","","",NA,"","","1","1","1","1","1","1","1","","1","1","1","1",FALSE
0,"2021-05-06 06:32:05","days",0,"","","","","","",NA,"","","1","6","1","6","1","2","","","","","","",FALSE
5,"2021-05-06 06:18:34","continuous",1,"Yes","Yes","Yes","A","","",NA,"","","1","2","2","1","4","1","1","1","1","","1","1",FALSE
5,"2021-05-06 06:05:57","",NA,"","","","","","",NA,"","","2","2","3","1","","3","","","","","","",FALSE
0,"2021-05-06 05:48:03","days",0,"","","","","","",NA,"","","3","3","3","7","3","3","","","","","","",FALSE
1,"2021-05-06 05:44:04","",NA,"","","","","","",NA,"","","","","","","","4","","","","","","",FALSE
0,"2021-05-06 05:44:01","days",0,"","","","","","",NA,"","","1","2","3","1","3","3","","","","","","",FALSE
5,"2021-05-06 05:37:52","",NA,"","","","","","",NA,"","","1","","3","1","1","4","","","","","","",FALSE
6,"2021-05-06 05:28:46","days",1,"","","","","","",NA,"","","3","3","4","6","3","3","","","","","","",FALSE
0,"2021-05-06 05:25:34","continuous",1,"yes","no","No","A","Male","30-44",1,"D","E","7","7","7","7","7","7","1","7","1","1","1","7",TRUE
3,"2021-05-06 05:24:03","",NA,"","","","","","",NA,"","","6","1","","","6","","","","","","","",FALSE
0,"2021-05-06 05:15:11","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-06 05:11:24","",NA,"","","","","","",NA,"","","","3","","","","","","","","","","",FALSE
5,"2021-05-06 05:07:55","",NA,"","","","","","",NA,"","","4","","1","7","1","2","","","","","","",FALSE
0,"2021-05-06 05:04:12","days",0,"","","","","","",NA,"","","1","1","3","1","1","4","","","","","","",FALSE
6,"2021-05-06 05:01:20","continuous",0,"","","","B","Female","45-65",1,"C","C","2","2","2","2","2","2","2","2","2","2","2","2",TRUE
NA,"2021-05-06 04:51:33","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
1,"2021-05-06 04:33:55","",NA,"","","","","","",NA,"","","","","","","2","","","","","","","",FALSE
0,"2021-05-06 04:29:53","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 04:24:55","",NA,"","","","","","",NA,"","","3","4","5","","5","3","","","","","","",FALSE
0,"2021-05-06 04:24:17","days",0,"","","","","","",NA,"","","1","4","4","4","1","7","","","","","","",FALSE
2,"2021-05-06 04:23:40","",NA,"","","","","","",NA,"","","","","6","","5","","","","","","","",FALSE
5,"2021-05-06 04:20:53","continuous",1,"Yes","No","Yes","A","","",NA,"","","1","5","6","2","1","7","","1","1","6","1","1",FALSE
0,"2021-05-06 04:15:18","",NA,"","","","","","",NA,"","","","","","","","","","","","","","",FALSE
5,"2021-05-06 04:06:15","",NA,"","","","","","",NA,"","","7","5","6","","7","7","","","","","","",FALSE
