seen_total,last seen,survey_type,engagement,engagement_1,engagement_2,engagement_3,quiz_answer,demo_gender,demo_age,demo_asked,demo_school,demo_media,question_2_pre,question_6_pre,question_4_pre,question_1_pre,question_3_pre,question_5_pre,question_2_post,question_3_post,question_6_post,question_5_post,question_1_post,question_4_post
"",2021-05-11 15:10:36,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 15:08:05,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-11 15:07:27,,,,,,,,,,,,,,,1,4,,,,,,,
4,2021-05-11 15:06:09,,,,,,,,,,,,5,,4,4,,3,,,,,,
0,2021-05-11 15:04:11,days,1,Yes,Yes,Yes,A,,,,,,1,1,1,4,4,1,,,,,,
2,2021-05-11 15:03:32,,,,,,,,,,,,,2,2,,,,,,,,,
0,2021-05-11 15:02:45,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 15:02:36,continuous,1,Yes,No,Yes,D,,,,,,1,2,4,3,1,1,,,,,,
5,2021-05-11 14:59:51,,,,,,,,,,,,7,,7,6,3,7,,,,,,
"",2021-05-11 14:59:20,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-11 14:58:55,,,,,,,,,,,,1,,,,,,,,,,,
1,2021-05-11 14:58:41,,,,,,,,,,,,1,1,1,1,1,1,,,,,,
0,2021-05-11 14:58:40,continuous,1,Yes,Yes,Yes,A,,,,,,1,6,1,4,1,1,,,,,,
0,2021-05-11 14:57:51,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 14:57:30,continuous,0,,,,,,,,,,7,1,1,5,5,6,,,,,,
0,2021-05-11 14:56:01,continuous,1,Yes,Yes,Yes,A,,,,,,6,7,6,7,7,3,,,,,,
0,2021-05-11 14:55:46,continuous,1,Yes,No,Yes,C,,,,,,1,1,1,1,,1,,,,,,
1,2021-05-11 14:55:09,,,,,,,,,,,,,,,,1,,,,,,,
0,2021-05-11 14:55:08,continuous,0,,,,B,,,,,,1,4,7,1,7,4,,,,,,
0,2021-05-11 14:52:09,days,1,Yes,Yes,Yes,B,,,,,,1,3,1,1,7,6,,,,,,
4,2021-05-11 14:52:09,,,,,,,,,,,,5,5,5,7,1,6,,,,,,
0,2021-05-11 14:51:25,continuous,0,,,,D,,,,,,1,1,2,2,2,1,,,,,,
4,2021-05-11 14:51:01,,,,,,,,,,,,,5,,5,,5,,,,,,
0,2021-05-11 14:50:32,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 14:48:28,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-11 14:47:16,,,,,,,,,,,,1,2,1,2,3,3,,,,,,
3,2021-05-11 14:46:00,,,,,,,,,,,,7,,7,7,,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX8owgyO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=c87bb827086053c8ab4ede58de434f99&oe=60BE8049,,,,,,
6,2021-05-11 14:45:49,continuous,0,,,,,,,,,,7,7,7,7,5,5,,,,,,
3,2021-05-11 14:45:40,,,,,,,,,,,,Can't see anything print way to small,7,,,6,,,,,,,
0,2021-05-11 14:45:38,continuous,1,Yes,No,Yes,C,,,,,,1,4,7,7,7,,7,3,3,1,,7
0,2021-05-11 14:43:44,continuous,1,Yes,Yes,No,B,,,,,,7,7,7,7,7,7,,,,,,
6,2021-05-11 14:43:33,continuous,1,Yes,Yes,,D,,,,,,1,4,4,1,1,1,,,,,,
1,2021-05-11 14:43:19,,,,,,,,,,,,,,,,5,,,,,,,
5,2021-05-11 14:43:18,,,,,,,,,,,,4,4,4,4,4,,,,,,,
5,2021-05-11 14:42:54,,,,,,,,,,,,7,7,7,7,7,,,,,,,
"",2021-05-11 14:41:57,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-11 14:41:40,,,,,,,,,,,,,,2,,3,,,,,,,
0,2021-05-11 14:41:25,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 14:41:24,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 14:40:55,continuous,0,,,,,,,,,,2,3,6,1,6,3,,,,,,
0,2021-05-11 14:40:41,,,,,,,,,,,,,,,,1,,,,,,,
0,2021-05-11 14:40:35,continuous,1,Yes,Yes,No,A,,,,,,1,6,6,1,1,1,,,,,,
6,2021-05-11 14:39:50,continuous,1,Yes,,,,,,,,,1,4,4,1,1,6,,,,,,
0,2021-05-11 14:39:44,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 14:39:43,continuous,1,Yes,Yes,,,,,,,,1,4,5,1,1,1,,,,,,
1,2021-05-11 14:38:28,,,,,,,,,,,,,,,3,,,,,,,,
0,2021-05-11 14:37:14,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 14:35:19,continuous,1,Yes,No,No,C,,,,,,5,6,5,7,1,5,,,,,,
0,2021-05-11 14:35:10,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 14:33:59,continuous,1,Yes,Yes,Yes,B,,,,,,6,7,7,7,7,7,,,,,,
6,2021-05-11 14:33:30,continuous,1,,,,,,,,,,1,4,1,1,2,1,,,,,,
"",2021-05-11 14:32:26,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 14:31:18,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 14:30:54,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 14:30:07,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 14:30:07,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 14:28:09,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 14:27:58,continuous,1,Yes,,,,,,,,,4,7,5,7,1,7,,,,,,
0,2021-05-11 14:27:41,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 14:27:33,continuous,0,,,,,,,,,,1,6,3,1,6,6,,,,,,
0,2021-05-11 14:27:27,continuous,0,,,,,,,,,,2,2,2,1,6,3,,,,,,
0,2021-05-11 14:27:23,,,,,,,,,,,,,Sorry...can’t read the fine print,,,,,,,,,,
"",2021-05-11 14:25:45,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 14:24:51,days,1,No,Looks to me like you are just trying to push and justify your left-wing agenda. I will not particcapate.,,,,,,,,4,4,1,7,1,7,,,,,,
0,2021-05-11 14:24:49,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 14:24:26,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 14:23:20,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 14:20:37,days,1,Yes,Yes,Yes,A,Male,18-29,1,A,B,7,7,1,1,1,7,7,7,1,1,7,7
7,2021-05-11 14:20:09,continuous,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
0,2021-05-11 14:20:06,days,0,,,,,,,,,,6,7,5,6,5,7,,,,,,
6,2021-05-11 14:18:28,continuous,0,,,,,,,,,,7,6,6,7,2,3,,,,,,
0,2021-05-11 14:17:59,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 14:17:26,days,1,ok,Yes,,A,,,,,,2,5,5,1,6,1,,,,,,
0,2021-05-11 14:13:07,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 14:13:03,continuous,0,,,,,,,,,,1,4,2,1,4,1,,,,,,
6,2021-05-11 14:13:00,continuous,1,Yes,Yes,,,,,,,,1,6,4,4,1,6,,,,,,
0,2021-05-11 14:12:19,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 14:11:17,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 14:08:54,continuous,1,Yes,Yes,,,,,,,,3,5,5,1,6,5,,,,,,
0,2021-05-11 14:07:33,,,,,,,,,,,,,,6,5,5,,,,,,,
6,2021-05-11 14:05:36,continuous,0,,,,Unsubscribe me!,,,,,,1,4,1,5,4,1,,,,,,
2,2021-05-11 14:04:49,,,,,,,,,,,,,4,4,4,3,,,,,,,
0,2021-05-11 14:03:49,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 14:02:10,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-11 14:01:51,,,,,,,,,,,,,7,7,1,4,7,,,,,,
0,2021-05-11 14:01:39,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 14:01:14,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-11 13:58:03,,,,,,,,,,,,,,,1,,,,,,,,
6,2021-05-11 13:57:28,continuous,1,,,,,,,,,,5,7,6,7,7,7,,,,,,
6,2021-05-11 13:55:47,continuous,1,Yes,No,,,,,,,,7,7,7,7,7,7,,,,,,
1,2021-05-11 13:54:37,,,,,,,,,,,,7,,,,,,,,,,,
0,2021-05-11 13:53:35,continuous,0,,,,B,,,,,,7,4,3,1,7,3,,,,,,
6,2021-05-11 13:52:32,continuous,1,Yes,,,,,,,,,7,7,7,7,7,7,,,,,,
"",2021-05-11 13:51:18,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 13:49:35,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 13:49:27,days,0,,,,,,,,,,6,7,7,7,1,6,,,Okay I'm not talking to a machine anymore so don't text me or send me any messages anymore,,,
3,2021-05-11 13:48:37,,,,,,,,,,,,3,3,,3,,,,,,,,
0,2021-05-11 13:47:10,continuous,0,,,,D,,,,,,5,1,1,7,1,1,,,,,,
"",2021-05-11 13:45:50,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 13:43:52,continuous,1,Yes,No,,What makes you the expert?,,,,,,3,3,3,7,2,5,,,,,,
6,2021-05-11 13:42:01,continuous,0,,,,,,,,,,6,5,6,5,2,5,,,,,,
6,2021-05-11 13:41:54,continuous,1,Yes,No,,,,,,,,6,4,7,2,7,6,,,,,,
0,2021-05-11 13:41:46,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 13:41:32,continuous,1,Yes,,,,,,,,,1,7,4,5,3,4,,,,,,
"",2021-05-11 13:40:54,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 13:38:33,continuous,0,,,,A,,,,,,1,4,4,4,1,4,,,,,,
"",2021-05-11 13:38:22,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 13:35:05,continuous,0,,,,D,,,,,,1,4,1,6,1,4,,,,,,
2,2021-05-11 13:33:31,,,,,,,,,,,,,,5,,,5,,,,,,
"",2021-05-11 13:33:28,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 13:32:03,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 13:31:23,continuous,0,,,,,,,,,,1,3,7,3,1,4,,,,,,
0,2021-05-11 13:30:44,continuous,0,,,,A,,,,,,1,5,5,1,1,1,,,,,,
0,2021-05-11 13:30:18,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 13:27:03,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 13:24:18,continuous,1,Yes,No,Yes,A,,,,,,2,7,4,7,5,1,,,,,,
"",2021-05-11 13:23:49,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 13:21:40,continuous,1,Yes,Yes,,,,,,,,4,7,7,7,7,7,,,,,,
0,2021-05-11 13:20:30,days,1,Yes,Yes,Yes it's so helpful,A,,,,,,2,2,2,2,2,2,,,,,,
0,2021-05-11 13:18:03,continuous,0,,,,A,,,,,,4,4,5,6,6,5,1,,,,,
6,2021-05-11 13:18:00,continuous,0,,,,,,,,,,1,4,5,1,2,4,,,,,,
6,2021-05-11 13:17:27,continuous,1,Yes,Yes,,,,,,,,1,1,1,1,1,1,,,,,,
1,2021-05-11 13:17:19,,,,,,,,,,,,,6,,,,,,,,,,
"",2021-05-11 13:13:58,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 13:13:18,continuous,0,,,,,,,,,,7,7,7,7,7,7,,,,,,
0,2021-05-11 13:12:55,continuous,1,Yes,Yes,Yes,A,,,,,,1,1,1,1,3,2,,,,,,
0,2021-05-11 13:08:14,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 13:06:14,continuous,1,Yes,No,No,A,,,,,,1,1,1,1,1,1,,,,,,
5,2021-05-11 13:06:03,,,,,,,,,,,,,3,1,1,1,3,,,,,,
0,2021-05-11 13:05:58,continuous,1,Yes,Yes,Yes,A,,,,,,1,1,1,1,6,1,,,,,,
0,2021-05-11 13:05:05,continuous,1,Yes,No,Yes,A,,,,,,7,6,6,7,6,4,,,,,,
0,2021-05-11 13:04:30,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-11 13:01:14,,,,,,,,,,,,5,,,,,5,,,,,,
4,2021-05-11 13:00:48,continuous,1,Yes,No,Yes,A,,,,,,4,4,4,4,4,4,5,7,7,,I do not have time for your questions at this time!,
6,2021-05-11 12:58:48,continuous,0,,,,,,,,,,3,1,6,6,1,6,,,,,,
6,2021-05-11 12:58:43,continuous,0,,,,,,,,,,1,6,1,1,7,3,,,,,,
6,2021-05-11 12:58:42,continuous,1,No,No,,,,,,,,2,3,1,2,1,3,,,,,,
6,2021-05-11 12:58:14,days,0,,,,,,,,,,4,3,5,1,1,3,,,,,,
0,2021-05-11 12:57:42,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 12:56:01,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 12:55:56,days,0,,,,A,,,,,,1,4,4,1,3,1,,,,,,
0,2021-05-11 12:52:39,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 12:51:04,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 12:50:46,,,,,,,,,,,,1,4,1,1,,2,,,,,,
0,2021-05-11 12:48:44,days,1,,,,,,,,,,7,7,1,1,7,1,,,,,,
1,2021-05-11 12:47:38,,,,,,,,,,,,,,1,,,,,,,,,
0,2021-05-11 12:43:17,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 12:41:22,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 12:37:50,continuous,1,Yes,,,,,,,,,3,7,6,7,1,2,,,,,,
3,2021-05-11 12:37:39,,,,,,,,,,,,1,1,,3,,,,,,,,
1,2021-05-11 12:36:05,,,,,,,,,,,,,,5,,,,,,,,,
0,2021-05-11 12:35:31,,,,,,,,,,,,,4,4,4,4,,,,,,,
6,2021-05-11 12:33:57,continuous,0,,,,,,,,,,1,4,4,1,4,2,,,,,,
0,2021-05-11 12:33:48,continuous,0,,,,A,,,,,,2,3,4,2,2,2,,,,,,
0,2021-05-11 12:32:31,continuous,1,Yes,Yes,Stop,A,,,,,,1,5,5,3,2,2,,,,,,
6,2021-05-11 12:31:15,continuous,1,Yes,Yes,,,,,,,,7,2,3,2,7,5,,,,,,
0,2021-05-11 12:28:53,continuous,1,Yes,Yes,No,A,,,,,,3,5,6,1,5,3,,,,,,
0,2021-05-11 12:28:43,continuous,1,Yes,Yes,Yes,A,,,,,,2,5,3,1,7,1,,,,,,
0,2021-05-11 12:28:22,,,,,,,,,,,,,,,,Unsubscribe,,,,,,,
0,2021-05-11 12:27:38,continuous,1,Yes,Yes,Yes,B,,,,,,1,4,5,1,4,1,,,,,,
6,2021-05-11 12:27:17,continuous,0,,,,,,,,,,2,4,1,1,6,1,,,,,,
6,2021-05-11 12:27:02,continuous,0,,,,,,,,,,1,1,1,6,3,5,,,,,,
6,2021-05-11 12:25:15,days,0,,,,A,Male,45-65,1,C,A,2,7,6,7,1,5,1,1,6,3,6,4
1,2021-05-11 12:25:02,,,,,,,,,,,,,,,,,5,,,,,,
3,2021-05-11 12:24:01,,,,,,,,,,,,1,,4,,,2,,,,,,
0,2021-05-11 12:23:43,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 12:21:35,continuous,1,Yes,Yes,Yes,A,,,,,,1,1,1,7,1,3,,,,,,
6,2021-05-11 12:17:01,continuous,0,,,,,,,,,,3,3,1,5,7,1,,,,,,
0,2021-05-11 12:14:36,days,0,,,,,,,,,,4,4,4,4,3,5,,,,,,
6,2021-05-11 12:14:36,continuous,1,Yes,,,,,,,,,7,7,6,7,5,4,,,,,,
1,2021-05-11 12:14:26,,,,,,,,,,,,,1,,,,,,,,,,
0,2021-05-11 12:12:09,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 12:09:07,continuous,0,,,,A,,,,,,3,1,1,1,1,1,,,,,,
0,2021-05-11 12:08:56,continuous,0,,,,A,,,,,,1,1,3,3,1,1,,,,,,
2,2021-05-11 12:08:51,,,,,,,,,,,,,,,,4,4,,,,,,
6,2021-05-11 12:07:16,continuous,1,Yes,Yes,Yes,B,Male,Over 65,1,D,C,1,1,1,1,1,1,1,1,1,1,1,1
6,2021-05-11 12:03:48,continuous,0,,,,A,Female,45-65,1,D,D,1,1,1,1,1,1,1,1,1,1,1,1
6,2021-05-11 12:01:54,continuous,1,Yes,,,,,,,,,5,5,4,5,2,2,,,,,,
0,2021-05-11 12:01:38,,,,,,,,,,,,5,5,3,4,,3,,,,,,
1,2021-05-11 12:00:58,continuous,1,Yes,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX8D73C8&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=6ebdf78d9e8296a9818d431488cc90d6&oe=60BE8049,Yes,A,,,,,,1,1,1,1,3,1,,,1,,,
"",2021-05-11 11:57:28,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 11:56:51,,,,,,,,,,,,1,1,3,,3,2,,,,,,
6,2021-05-11 11:53:57,continuous,0,,,,A,Female,30-44,1,C,D,1,6,2,1,6,6,1,1,4,1,1,4
0,2021-05-11 11:53:37,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-11 11:53:30,,,,,,,,,,,,7,7,7,7,,7,,,,,,
0,2021-05-11 11:52:39,days,1,Yes,,Yes,,,,,,,7,4,5,7,1,1,,,,,,
3,2021-05-11 11:51:46,continuous,1,Yes,No,No,A,,,,,,1,1,1,1,1,1,,1,1,,,1
6,2021-05-11 11:48:39,continuous,1,Yes,Yes,Yes,A,Female,45-65,1,C,B,4,2,7,7,3,5,1,1,1,1,7,4
6,2021-05-11 11:48:09,continuous,1,Yes,,,,,,,,,4,5,6,4,5,5,,,,,,
1,2021-05-11 11:47:30,,,,,,,,,,,,,,7,,,,,,,,,
0,2021-05-11 11:44:27,days,1,,,Yes,,,,,,,1,3,1,1,3,1,,,,,,
6,2021-05-11 11:40:35,continuous,1,Yes,,,,,,,,,2,4,1,3,3,1,,,,,,
6,2021-05-11 11:38:53,continuous,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
6,2021-05-11 11:30:24,continuous,1,No,No,Yes,A,Female,45-65,1,D,D,1,4,5,2,1,1,1,1,2,1,1,5
4,2021-05-11 11:29:05,,,,,,,,,,,,,2,5,1,,3,,,,,,
"",2021-05-11 11:26:55,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-11 11:24:08,continuous,1,Yes,Yes,Yes,B,,,,,,1,7,7,7,1,4,4,,,,,
0,2021-05-11 11:23:52,days,0,,,,,,,,,,2,4,7,1,7,6,,,,,,
"",2021-05-11 11:22:50,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 11:22:39,continuous,0,,,,,,,,,,2,3,3,3,5,3,,,,,,
1,2021-05-11 11:19:02,,,,,,,,,,,,7,,,,,,,,,,,
1,2021-05-11 11:15:11,,,,,,,,,,,,,1,,,,,,,,,,
0,2021-05-11 11:14:30,days,0,,,,,,,,,,6,6,6,1,3,6,,,,,,
6,2021-05-11 11:14:01,continuous,0,,,,,,,,,,1,7,4,1,7,4,,,,,,
6,2021-05-11 11:13:04,continuous,0,,,,,,,,,,1,6,2,5,2,5,,,,,,
0,2021-05-11 11:11:06,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 11:09:38,continuous,1,Yes,Yes,Yes,C,,,,,,6,4,6,7,2,5,,5,6,2,6,7
1,2021-05-11 11:09:36,,,,,,,,,,,,7,,,,7,,,,,,,
1,2021-05-11 11:09:18,,,,,,,,,,,,2,2,3,6,6,6,,,,,,
5,2021-05-11 11:08:04,,,,,,,,,,,,6,4,1,7,,7,,,,,,
6,2021-05-11 11:07:51,continuous,0,,,,,,,,,,3,3,5,1,6,4,,,,,,
6,2021-05-11 11:07:00,continuous,0,,,,Bill is not a “ science guy” he’s an actor.,,,,,,1,6,5,1,1,2,,,,,,
0,2021-05-11 11:06:03,days,1,,,,,,,,,,1,6,6,1,6,1,,,,,,
6,2021-05-11 11:05:38,continuous,1,Yes,Yes,Yes,B,Male,Over 65,1,D,B,1,7,7,1,7,7,1,7,7,1,1,1
0,2021-05-11 11:02:43,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 11:01:46,days,0,,,,,,,,,,2,2,2,7,1,4,,,,,,
1,2021-05-11 11:00:08,,,,,,,,,,,,,5,,,,,,,,,,
1,2021-05-11 10:59:29,,,,,,,,,,,,1,,,,,,,,,,,
4,2021-05-11 10:59:11,,,,,,,,,,,,1,,,1,7,4,,,,,,
5,2021-05-11 10:58:38,,,,,,,,,,,,1,1,1,1,4,1,,,,,,
6,2021-05-11 10:57:55,continuous,0,,,,STOP,,,,,,3,6,4,1,5,4,,,,,,
6,2021-05-11 10:57:54,continuous,0,,,,,,,,,,2,2,2,2,2,2,,,,,,
2,2021-05-11 10:52:25,,,,,,,,,,,,,1,,,1,,,,,,,
5,2021-05-11 10:51:27,,,,,,,,,,,,7,7,7,7,5,,,,,,,
0,2021-05-11 10:40:14,continuous,1,Yes,No,No,D,,,,,,7,7,7,7,7,7,,,,,,
3,2021-05-11 10:31:07,,,,,,,,,,,,1,,,3,1,,,,,,,
3,2021-05-11 10:29:32,,,,,,,,,,,,,,1,6,1,,,,,,,
5,2021-05-11 10:29:01,,,,,,,,,,,,5,,4,1,5,3,,,,,,
0,2021-05-11 10:22:14,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-11 10:15:16,,,,,,,,,,,,4,4,4,7,6,5,,,,,,
0,2021-05-11 10:12:34,days,1,Yes,Yes,,A,,,,,,1,1,3,3,4,1,,,,,,
6,2021-05-11 10:12:33,continuous,1,Yes,Yes,No,B,Female,45-65,1,C,D,1,2,1,3,1,2,2,1,1,1,1,1
2,2021-05-11 10:12:02,,,,,,,,,,,,,,7,1,,,,,,,,
0,2021-05-11 10:10:12,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 10:04:05,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 09:56:22,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 09:56:07,continuous,0,,,,,,,,,,3,4,6,1,6,3,,,,,,
0,2021-05-11 09:55:06,,,,,,,,,,,,4,,4,2,4,2,,,,,,
6,2021-05-11 09:52:20,continuous,1,Yes,,,,,,,,,7,5,1,7,7,7,,,,,,
1,2021-05-11 09:51:14,,,,,,,,,,,,,,,,1,,,,,,,
"",2021-05-11 09:48:48,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 09:47:22,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 09:45:45,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 09:17:24,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-11 09:10:18,continuous,1,Yes,Yes,Yes,A,,,,,,1,5,4,1,3,4,1,1,1,1,,1
"",2021-05-11 09:06:00,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-11 08:38:44,,,,,,,,,,,,1,,,,,,,,,,,
0,2021-05-11 08:33:07,,,,,,,,,,,,,,,,1,,,,,,,
6,2021-05-11 08:31:32,continuous,1,No,No,,,,,,,,1,1,1,1,1,1,,,,,,
4,2021-05-11 08:26:30,,,,,,,,,,,,1,,1,7,1,,,,,,,
"",2021-05-11 08:23:38,,,,,,,,,,,,,,,,,,,,,,,
3,2021-05-11 08:22:04,continuous,1,Yes,Yes,Yes,A,,,,,,1,1,1,1,1,1,,,1,1,1,
5,2021-05-11 08:13:11,,,,,,,,,,,,3,3,,1,1,1,,,,,,
5,2021-05-11 08:06:58,,,,,,,,,,,,,7,1,1,1,1,,,,,,
5,2021-05-11 08:04:09,,,,,,,,,,,,,7,7,6,7,7,,,,,,
1,2021-05-11 08:03:52,,,,,,,,,,,,,,4,,,,,,,,,
1,2021-05-11 08:02:20,,,,,,,,,,,,,,5,,,,,,,,,
"",2021-05-11 08:01:31,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 07:57:41,continuous,0,,,,,,,,,,1,6,3,1,7,6,,,,,,
6,2021-05-11 07:54:28,continuous,1,Yes,Yes,No,A,Male,45-65,1,C,C,1,4,4,4,1,2,1,1,4,4,4,1
1,2021-05-11 07:50:34,,,,,,,,,,,,,,,7,,,,,,,,
"",2021-05-11 07:48:22,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 07:36:14,continuous,1,Yes,Yes,No,A,,,,,,1,1,5,1,1,1,,,,,,
6,2021-05-11 07:29:03,continuous,1,Yes,No,Yes,C,Female,Over 65,1,C,B,3,3,2,3,3,3,3,1,3,2,3,3
3,2021-05-11 07:24:49,,,,,,,,,,,,1,,1,1,,,,,,,,
5,2021-05-11 07:24:36,continuous,0,,,,A,,,,,,1,2,4,1,3,1,1,1,1,1,1,
0,2021-05-11 07:22:06,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-11 07:19:27,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-11 07:11:16,continuous,0,,,,B,,,,,,3,3,3,1,5,2,7,,1,1,1,2
6,2021-05-11 07:10:33,continuous,0,,,,,,,,,,1,7,1,7,1,1,,,,,,
4,2021-05-11 07:10:07,,,,,,,,,,,,,6,3,,1,1,,,,,,
5,2021-05-11 07:07:00,,,,,,,,,,,,7,7,7,4,1,,,,,,,
"",2021-05-11 07:05:40,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-11 07:04:38,days,0,,,,Stop,,,,,,1,3,2,1,4,1,,,,,,
6,2021-05-11 06:53:18,continuous,1,Yes,Main stream media is the problem,,CNN sucks,,,,,,1,3,5,3,3,3,,,,,,
5,2021-05-11 06:47:29,,,,,,,,,,,,2,1,2,,1,1,,,,,,
0,2021-05-11 06:47:22,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 06:43:12,days,0,,,,A,,,,,,1,7,3,1,7,7,,,,,,
4,2021-05-11 06:32:30,,,,,,,,,,,,1,6,4,1,6,,,,,,,
6,2021-05-11 06:25:50,continuous,0,,,,B,Male,45-65,1,C,D,4,5,4,4,4,2,2,3,3,2,2,3
6,2021-05-11 06:24:42,continuous,1,Yes,No,,,,,,,,7,5,4,6,4,2,,,,,,
0,2021-05-11 06:23:58,,,,,,,,,,,,1,4,5,,7,4,,,,,,
"",2021-05-11 06:11:21,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-11 06:00:06,continuous,1,Yes,,,,,,,,,1,1,1,1,1,1,,,,,,
4,2021-05-11 06:00:04,,,,,,,,,,,,3,,4,5,,3,,,,,,
"",2021-05-11 05:57:07,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-11 05:56:51,,,,,,,,,,,,1,6,3,6,2,2,,,,,,
"",2021-05-11 05:56:43,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-11 05:53:02,,,,,,,,,,,,,,2,6,,,,,,,,
6,2021-05-11 05:51:50,days,1,Yes,Yes,Yes,A,Male,30-44,1,B,B,5,6,1,7,1,4,4,1,1,5,3,1
"",2021-05-11 05:48:23,,,,,,,,,,,,,,,,,,,,,,,
